Program	Sku/ProductFamily	Countries/Region	VPID	Month
YETI	26K70B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K70B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K71B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K71B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K71B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K71B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K72B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K72B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K72B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26K72B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	297W8A	"AU,NZ"	ANZ_VP	6
YETI	297W9A	"AU,NZ"	ANZ_VP	6
YETI	297X0A	"AU,NZ"	ANZ_VP	6
YETI	26Q90A	"US,PR,CA"	NA_VP	6
YETI	26Q91A	"US,PR,CA"	NA_VP	6
YETI	26Q91A	"US,PR,CA"	NA_VP	6
YETI	26Q91A	"US,PR,CA"	NA_VP	6
YETI	26Q92A	"US,PR,CA"	NA_VP	6
YETI	26Q93A	"US,PR,CA"	NA_VP	6
YETI	2A9T7A	"US,PR,CA"	NA_VP	6
YETI	2A9T7A	"US,PR,CA"	NA_VP	6
YETI	2A9T8A	"US,PR,CA"	NA_VP	6
YETI	2A9T9A	"US,PR,CA"	NA_VP	6
YETI	2A9U0A	"US,PR,CA"	NA_VP	6
YETI	26Q90B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q90B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q90B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q90B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q91B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q91B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q91B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q91B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q92B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q92B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q92B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q92B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q93B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q93B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q93B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q94B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	26Q94A	"AU,NZ"	ANZ_VP	6
YETI	26Q95A	"AU,NZ"	ANZ_VP	6
YETI	26Q96A	"AU,NZ"	ANZ_VP	6
YETI	26Q97A	"AU,NZ"	ANZ_VP	6
YETI	2A130A	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2U589A	"US,PR,CA,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,AU,NZ"	"NA_VP, EMEA_VP, ANZ_VP"	6
YETI	1K7K3A	"US,PR,CA"	NA_VP	6
YETI	1K7K3A	"US,PR,CA"	NA_VP	6
YETI	1K7K4A	"US,PR,CA"	NA_VP	6
YETI	1K7K5A	"US,PR,CA"	NA_VP	6
YETI	1K7K6A	"US,PR,CA"	NA_VP	6
YETI	1K7K6A	"US,PR,CA"	NA_VP	6
YETI	1K7K7A	"US,PR,CA"	NA_VP	6
YETI	257B7A	"US,PR,CA"	NA_VP	6
YETI	296C9A	"US,PR,CA"	NA_VP	6
YETI	257B8A	"US,PR,CA"	NA_VP	6
YETI	257C1A	"US,PR,CA"	NA_VP	6
YETI	257C2A	"US,PR,CA"	NA_VP	6
YETI	229W7B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229W7B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229W8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	229W8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	229W9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229W9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229X0B 	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229X0B 	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	257C3B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	229X1D	"AU,NZ"	ANZ_VP	6
YETI	229X2D	"AU,NZ"	ANZ_VP	6
YETI	229X3D	"AU,NZ"	ANZ_VP	6
YETI	229X6D	"AU,NZ"	ANZ_VP	6
YETI	1L0H6A	"US,PR,CA"	NA_VP_credit	6
YETI	1L0H7A	"US,PR,CA"	NA_VP_credit	6
YETI	1L0H8A	"US,PR,CA"	NA_VP_credit	6
YETI	1L0H9A	"US,PR,CA"	NA_VP	6
YETI	1L0J0A	"US,PR,CA"	NA_VP	6
YETI	228F5A	"US,PR,CA"	NA_VP	6
YETI	228F5A	"US,PR,CA"	NA_VP	6
YETI	228F6A	"US,PR,CA"	NA_VP	6
YETI	228F7A	"US,PR,CA"	NA_VP	6
YETI	228F8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228F8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228F9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228F9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228G0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	228G0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	228G1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228G1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	228G2D	"AU,NZ"	ANZ_VP	6
YETI	228G3D	"AU,NZ"	ANZ_VP	6
YETI	228G4D	"AU,NZ"	ANZ_VP	6
YETI	229X4D	"AU,NZ"	ANZ_VP	6
YETI	1W2Y8A	"US,PR,CA"	NA_VP	6
YETI	1W2Y9A	"US,PR,CA"	NA_VP	6
YETI	22A59B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	PUF_VP	
YETI	22A59B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	PUF_VP	
YETI	242P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	1W2Y9A	"US,PR,CA"	NA_VP	6
YETI	2H2M8A	"US,PR,CA"	NA_VP	6
YETI	2H2M9A	"US,PR,CA"	NA_VP	6
YETI	2H2N0A	"US,PR,CA"	NA_VP	6
YETI	2Z1C2A	"US,PR,CA"	NA_VP	6
YETI	2Z1C2A	"US,PR,CA"	NA_VP	6
YETI	242P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N3B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N3B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2N3B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242P8D	"AU,NZ"	ANZ_VP	6
YETI	2H2N7D	"AU,NZ"	ANZ_VP	6
YETI	2H2N8D	"AU,NZ"	ANZ_VP	6
YETI	2H2N9D	"AU,NZ"	ANZ_VP	6
YETI	327B0A	"US,PR,CA"	NA_VP	6
YETI	327A9A	"US,PR,CA"	NA_VP	6
YETI	327A9A	"US,PR,CA"	NA_VP	6
YETI	349U4A	"US,PR,CA"	NA_VP	6
YETI	349U5A	"US,PR,CA"	NA_VP	6
YETI	349U8A	"US,PR,CA"	NA_VP	6
YETI	349U7A	"US,PR,CA"	NA_VP	6
YETI	349V2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	349V2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	349V2B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	1W2Y8A	"US,PR,CA"	NA_VP	6
YETI	2H2P3A	"US,PR,CA"	NA_VP	6
YETI	2H2P4A	"US,PR,CA"	NA_VP	6
YETI	2H2P5A	"US,PR,CA"	NA_VP	6
YETI	2Z1C3A	"US,PR,CA"	NA_VP	6
YETI	2Z1C3A	"US,PR,CA"	NA_VP	6
YETI	242Q0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242Q0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242Q0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P6B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P7B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P7B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P7B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	2H2P8B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	242Q2D	"AU,NZ"	ANZ_VP	6
YETI	2H2Q2D	"AU,NZ"	ANZ_VP	6
YETI	2H2Q3D	"AU,NZ"	ANZ_VP	6
YETI	2H2Q4D	"AU,NZ"	ANZ_VP	6
YETI	327A7A	"US,PR,CA"	NA_VP	6
YETI	349V4A	"US,PR,CA"	NA_VP	6
YETI	349V5A	"US,PR,CA"	NA_VP	6
YETI	349W0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	9
YETI	349W0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	349W0B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	349W1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	349W1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	349W1B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	6GX09A	"US,PR,CA,AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,AU,NZ"	"NA_VP, EMEA_VP, ANZ_VP"	6
YETI	588S5A	"US,PR,CA"	NA_VP	6
YETI	588K9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	588K9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	588K9B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	588L1A	"AU,NZ"	ANZ_VP	6
YETI	588S6A	"US,PR,CA"	NA_VP	6
YETI	588K4B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	588K4B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	EMEA_VP	6
YETI	588K4B	"AT,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK"	"NA_VP, EMEA_VP, ANZ_VP"	6
YETI	588K6A	"AU,NZ"	ANZ_VP	6
